rank,purchaser_name_raw,total_amount_inr,total_amount_cr,bond_count,pct_of_corporate_value,cumulative_pct_of_corporate,classification_rule_hit,source_file,source_sha256
508,KIRITI VENTURES PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.7426,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
509,PRABHAT HOMES PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.7601,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
510,AARISH SOLAR POWER PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.7775,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
511,ANIMALA WIND POWER PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.7950,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
512,NIMBHA BIOTECH PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.8125,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
513,RAMGAD MINERALS AND MINING LTD,20000000,2.0000,2,0.0175,97.8299,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
514,NVNR POWER   INFRA PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.8474,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
515,SLRV HOMES LLP,20000000,2.0000,2,0.0175,97.8648,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
516,THE ANGUS COMPANY LIMITED,20000000,2.0000,2,0.0175,97.8823,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
517,TRIDENT LIMITED {FORMERLY ABHISHEK INDUS TRIES LIMITED},20000000,2.0000,2,0.0175,97.8997,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
518,PUJA COAL PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.9172,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
519,BLUESTONE COMMODITIES LLP,20000000,2.0000,2,0.0175,97.9347,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
520,WONDER MARMOSTONES PVT LTD,20000000,2.0000,2,0.0175,97.9521,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
521,DEVARAHIPPARIGI WIND POWER PVT LTD,20000000,2.0000,2,0.0175,97.9696,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
522,GREENKO RAYALA WIND POWER PRIVATE LIMITE D,20000000,2.0000,2,0.0175,97.9870,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
523,KHANDKE WIND ENERGY PRIVATE LIMITED,20000000,2.0000,2,0.0175,98.0045,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
524,SKEIRON RENEWABLE ENERGY AMIDYALA P,20000000,2.0000,2,0.0175,98.0219,word:ENERGY,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
525,MAITHRI LABORATORIES (PVT) LTD,20000000,2.0000,2,0.0175,98.0394,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
526,MSN ORGANICS PVT LTD,20000000,2.0000,2,0.0175,98.0569,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
527,AIC VMR PROJECTS PVT LTD,20000000,2.0000,2,0.0175,98.0743,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
528,VIHAAN AUTO VENTURES PRIVATE LIMITED,20000000,2.0000,2,0.0175,98.0918,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
529,MOUNT EVEREST BREWERIES LIMITED,19900000,1.9900,19,0.0174,98.1091,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
530,MEGA EQUITAS PRIVATE LIMITED,18000000,1.8000,9,0.0157,98.1249,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
531,VEDANTA ELECTRICALS PRIVATE LIMITED,17500000,1.7500,13,0.0153,98.1401,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
532,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,17000000,1.7000,26,0.0148,98.1550,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
533,MS PEARL GLOBAL INDUSTRIES LTD FORM,16000000,1.6000,16,0.0140,98.1689,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
534,GANNON DUNKERLEY AND CO LIMITED,15000000,1.5000,6,0.0131,98.1820,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
535,AMBUJA REALTY EVENTS MANAGMENT LTD,15000000,1.5000,15,0.0131,98.1951,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
536,SHREE CEMENT LIMITED,15000000,1.5000,6,0.0131,98.2082,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
537,BG SHIRKE CONSTRUCTION TECHNOLOGY PVT LTD,15000000,1.5000,6,0.0131,98.2213,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
538,CHOWGLE AND COMPANY PVT LTD,15000000,1.5000,6,0.0131,98.2344,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
539,V M SALGAOCAR   BROTHER PVT LTD,15000000,1.5000,15,0.0131,98.2475,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
540,CROCHET TRADE AND INVESTMENT PVT LT,15000000,1.5000,6,0.0131,98.2606,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
541,SILVERTONE SECURITIES PRIVATE LIMIT,15000000,1.5000,6,0.0131,98.2737,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
542,BSCPL INFRASTRUCTURE LIMITED,15000000,1.5000,6,0.0131,98.2868,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
543,SUNIL ENGINEERING AND SYSTEMS,15000000,1.5000,6,0.0131,98.2999,word:ENGINEERING,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
544,INTERNATIONAL TRADING CORPORATION,15000000,1.5000,6,0.0131,98.3130,word:CORPORATION,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
545,SENGUPTA AND SENGUPTA PVT LTD,15000000,1.5000,6,0.0131,98.3261,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
546,SI AIR SPRINGS PRIVATE LTD,15000000,1.5000,6,0.0131,98.3391,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
547,SPECO INFRASTRUCTURE,15000000,1.5000,6,0.0131,98.3522,word:INFRASTRUCTURE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
548,SRIVAY INDUSTRIES LIMITED,14900000,1.4900,14,0.0130,98.3652,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
549,AVON CYCLES LTD,14000000,1.4000,14,0.0122,98.3775,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
550,SHIVALIK PRINTS LIMITED,13500000,1.3500,9,0.0118,98.3893,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
551,SUMAN ESTATES PRIVATE LIMITED,13500000,1.3500,18,0.0118,98.4010,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
552,PRIME SALES CORPORATION,12500000,1.2500,26,0.0109,98.4119,word:CORPORATION,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
553,JBM INDUSTRIES LIMITED,12500000,1.2500,8,0.0109,98.4229,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
554,CRYSTAL TEA INDIA PVT LTD,12500000,1.2500,17,0.0109,98.4338,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
555,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,12500000,1.2500,17,0.0109,98.4447,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
556,R B DEALERS PVT LTD,12500000,1.2500,17,0.0109,98.4556,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
557,CHAKRADHARI TRADELINK PRIVATE LIMIT,12000000,1.2000,12,0.0105,98.4661,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
558,NORTHERN SPIRITS LTD,12000000,1.2000,3,0.0105,98.4765,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
559,RAIPUR BOTLING COMPANY,10001000,1.0001,2,0.0087,98.4853,word:COMPANY,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
560,PATEL HIGHWAY MANAGEMENT PVT LTD,10000000,1.0000,1,0.0087,98.4940,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
561,IDEAL REAL ESTATES PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.5027,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
562,JUBILANT LIFE SCIENCES LIMITED,10000000,1.0000,1,0.0087,98.5115,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
563,S R C CHEMICALS PVT LTD,10000000,1.0000,1,0.0087,98.5202,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
564,SHAURYAVIR CARRIERS PRIVATE LIMITED,10000000,1.0000,10,0.0087,98.5289,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
565,B2C CONSULTING LLP,10000000,1.0000,1,0.0087,98.5376,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
566,INOX LEISURE LTD,10000000,1.0000,1,0.0087,98.5464,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
567,RICHA GLOBAL EXPORTS PRIVATE LIMITED,10000000,1.0000,10,0.0087,98.5551,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
568,ADIT BUILD WELL PVT LTD,10000000,1.0000,1,0.0087,98.5638,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
569,DERIVE TRADING AND RESORTS PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.5726,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
570,EDELWEISS HOUSING FINANCE LTD.,10000000,1.0000,10,0.0087,98.5813,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
571,EDELWEISS RURAL   CORPORATE SERVICE,10000000,1.0000,10,0.0087,98.5900,word:SERVICE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
572,AMBUJA HOUSING AND URBAN INFRASTRUCTURE  CO. LTD.,10000000,1.0000,10,0.0087,98.5987,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
573,HITECH SYSTEMS & SERVICES LTD,10000000,1.0000,10,0.0087,98.6075,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
574,REGENT ELECTRO MECH PRIVATE LIMITED,10000000,1.0000,10,0.0087,98.6162,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
575,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVAT E LIMITED,10000000,1.0000,10,0.0087,98.6249,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
576,HIND TERMINALS PVT LTD,10000000,1.0000,1,0.0087,98.6337,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
577,BAGDOGRA REALTORS PVT LTD,10000000,1.0000,10,0.0087,98.6424,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
578,CHITRAKUT HOLDINGS LTD,10000000,1.0000,1,0.0087,98.6511,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
579,CENTURY TEXTILES AND INDUSTRIES LTD,10000000,1.0000,1,0.0087,98.6598,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
580,JNS INSTRUMENTS LTD,10000000,1.0000,10,0.0087,98.6686,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
581,MINDARIKA PRIVATE LTD,10000000,1.0000,10,0.0087,98.6773,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
582,KANHA VINCOM PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.6860,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
583,PURI CONSTRUCTION PVT LTD,10000000,1.0000,1,0.0087,98.6948,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
584,UTKARSH SFATIK LIMITED,10000000,1.0000,10,0.0087,98.7035,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
585,TECH MAHINDRA LTD,10000000,1.0000,1,0.0087,98.7122,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
586,SURENDRA STEELS PRIVATE LIMITED,10000000,1.0000,10,0.0087,98.7209,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
587,SHREE SALASAR PROPERTIES & FINANCE PVT LTD,10000000,1.0000,1,0.0087,98.7297,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
588,SSALASAR  FINANCIAL ADVISORY SERVICE PVT LTD,10000000,1.0000,1,0.0087,98.7384,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
589,APOLLO VINTRADE PVT LTD,10000000,1.0000,1,0.0087,98.7471,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
590,TARGET VINCOM PVT LTD,10000000,1.0000,1,0.0087,98.7559,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
591,14 REELS PLUS LLP,10000000,1.0000,1,0.0087,98.7646,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
592,ACHINTYA SOLAR POWER PVT LTD,10000000,1.0000,1,0.0087,98.7733,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
593,ANANTPURA WIND ENERGIES PVT LTD,10000000,1.0000,1,0.0087,98.7820,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
594,GANGDARI HYDRO POWER PVT LTD,10000000,1.0000,1,0.0087,98.7908,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
595,GREENKO ASTHA PROJECTS (INDIA) PVT LTD,10000000,1.0000,1,0.0087,98.7995,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
596,GREENKO HIM KAILASH HYDRO POWER PVT LTD,10000000,1.0000,1,0.0087,98.8082,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
597,GREENKO SOLAR POWER (DHARAMAVARAM) LTD,10000000,1.0000,1,0.0087,98.8170,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
598,GREENKO SRI SAI KRISHNA HYDRO ENERGIES PVT LTD,10000000,1.0000,1,0.0087,98.8257,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
599,R.S.BROTHERS RETIAL INDIA PVT LTD,10000000,1.0000,1,0.0087,98.8344,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
600,RAYALA SEEMA WIND ENERGY PVT LTD,10000000,1.0000,1,0.0087,98.8431,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
601,TRIREME INFRASTRUCTURRE  PVT LTD,10000000,1.0000,1,0.0087,98.8519,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
602,PROCURE ADVISORY SERVICES PRIVATE L,10000000,1.0000,1,0.0087,98.8606,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
603,ROSHNI DEALMARK PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.8693,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
604,GRINIBHRIT SOLAR POWER PVT LTD,10000000,1.0000,1,0.0087,98.8781,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
605,PENNAR RENEWABLES PVT LTD( NEW ERA,10000000,1.0000,1,0.0087,98.8868,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
606,PREMIER PHOTOVOLTAIC MEDAK (P)LTD,10000000,1.0000,1,0.0087,98.8955,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
607,SUVARCHAS SOLAR POWER PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.9042,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
608,PANACEA BIOTEC PHARMA LTD PHARMACEU,10000000,1.0000,1,0.0087,98.9130,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
609,SNB MINERALS PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.9217,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
610,SLICK SOFTWARE SOLUTIONS PRIVATE LI,10000000,1.0000,1,0.0087,98.9304,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
611,SREE RAYALASEEMA HI STRENGTH HYPO LTD,10000000,1.0000,1,0.0087,98.9392,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
612,ANTIQUE INDIA PRIVATE LIMITED,10000000,1.0000,1,0.0087,98.9479,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
613,ARS COATED STEEL,10000000,1.0000,1,0.0087,98.9566,word:STEEL,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
614,BISHOPS WEED FOOD CRAFTS PRIVATE LI,10000000,1.0000,1,0.0087,98.9653,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
615,CANDY SPIRITS PVT LTD,10000000,1.0000,10,0.0087,98.9741,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
616,CHAYA REAL ESTATE PVT LIMITED,10000000,1.0000,1,0.0087,98.9828,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
617,CURATED LIVING SOLUTIONS PRIVATE LI,10000000,1.0000,1,0.0087,98.9915,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
618,DIVYASREE HOLDINGS PVT LTD,10000000,1.0000,1,0.0087,99.0003,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
